Mod:Item:MetaData, Localized Name
osv:thermalfoundation_tin_ore_stained_hardened_clay:1, Dense§r Tin Ore (White Terracotta)
osv:biomesoplenty_peridot_ore_undergroundbiomes_metamorphic_stone_3:0, Peridot Ore (Quartzite)
osv:biomesoplenty_peridot_ore_undergroundbiomes_metamorphic_stone_3:1, Dense§r Peridot Ore (Quartzite)
osv:nuclearcraft_magnesium_ore_undergroundbiomes_sedimentary_stone_5:0, Magnesium Ore (Dolomite)
osv:nuclearcraft_magnesium_ore_undergroundbiomes_sedimentary_stone_5:1, Dense§r Magnesium Ore (Dolomite)
osv:biomesoplenty_ruby_ore_undergroundbiomes_igneous_stone_5:0, Ruby Ore (Basalt)
osv:biomesoplenty_ruby_ore_undergroundbiomes_igneous_stone_5:1, Dense§r Ruby Ore (Basalt)
osv:lapis_ore_undergroundbiomes_sedimentary_stone_7:0, Lapis Lazuli Ore (Chert)
osv:lapis_ore_undergroundbiomes_sedimentary_stone_7:1, Dense§r Lapis Lazuli Ore (Chert)
osv:biomesoplenty_peridot_ore_undergroundbiomes_metamorphic_stone_5:0, Peridot Ore (Green Schist)
osv:biomesoplenty_peridot_ore_undergroundbiomes_metamorphic_stone_5:1, Dense§r Peridot Ore (Green Schist)
osv:iron_ore_chisel_limestone:0, Iron Ore (Limestone)
osv:iron_ore_chisel_limestone:1, Dense§r Iron Ore (Limestone)
osv:thermalfoundation_nickel_ore_rustic_slate:0, Nickel Ore (Slate)
osv:thermalfoundation_nickel_ore_rustic_slate:1, Dense§r Nickel Ore (Slate)
osv:thermalfoundation_lead_ore_undergroundbiomes_igneous_stone_3:0, Lead Ore (Andesite)
osv:thermalfoundation_lead_ore_undergroundbiomes_igneous_stone_3:1, Dense§r Lead Ore (Andesite)
osv:lapis_ore_undergroundbiomes_metamorphic_stone:0, Lapis Lazuli Ore (Gneiss)
osv:lapis_ore_undergroundbiomes_metamorphic_stone:1, Dense§r Lapis Lazuli Ore (Gneiss)
osv:thaumcraft_cinnabar_ore_hardened_clay:0, Cinnabar Ore (Terracotta)
osv:thaumcraft_cinnabar_ore_hardened_clay:1, Dense§r Cinnabar Ore (Terracotta)
osv:coal_ore_quark_biome_cobblestone:0, Coal Ore (Brimstone)
osv:coal_ore_quark_biome_cobblestone:1, Dense§r Coal Ore (Brimstone)
osv:biomesoplenty_ruby_ore_undergroundbiomes_sedimentary_stone_5:0, Ruby Ore (Dolomite)
osv:biomesoplenty_ruby_ore_undergroundbiomes_sedimentary_stone_5:1, Dense§r Ruby Ore (Dolomite)
osv:coal_ore_rotn_blocks_cave_moss:0, Coal Ore (Cave Moss)
osv:coal_ore_rotn_blocks_cave_moss:1, Dense§r Coal Ore (Cave Moss)
osv:thermalfoundation_lead_ore_undergroundbiomes_igneous_stone_6:0, Lead Ore (Komatiite)
osv:thermalfoundation_lead_ore_undergroundbiomes_igneous_stone_6:1, Dense§r Lead Ore (Komatiite)
osv:emerald_ore_undergroundbiomes_sedimentary_stone_5:0, Emerald Ore (Dolomite)
osv:emerald_ore_undergroundbiomes_sedimentary_stone_5:1, Dense§r Emerald Ore (Dolomite)
osv:thermalfoundation_lead_ore_hardened_clay:0, Lead Ore (Terracotta)
osv:thermalfoundation_lead_ore_hardened_clay:1, Dense§r Lead Ore (Terracotta)
osv:lapis_ore_undergroundbiomes_igneous_stone:0, Lapis Lazuli Ore (Red Granite)
osv:lapis_ore_undergroundbiomes_igneous_stone:1, Dense§r Lapis Lazuli Ore (Red Granite)
osv:thaumcraft_cinnabar_ore_undergroundbiomes_igneous_stone_4:0, Cinnabar Ore (Gabbro)
osv:thaumcraft_cinnabar_ore_undergroundbiomes_igneous_stone_4:1, Dense§r Cinnabar Ore (Gabbro)
osv:nuclearcraft_thorium_ore_undergroundbiomes_metamorphic_stone_5:0, Thorium Ore (Green Schist)
osv:nuclearcraft_thorium_ore_undergroundbiomes_metamorphic_stone_5:1, Dense§r Thorium Ore (Green Schist)
osv:coal_ore_quark_elder_prismarine:0, Coal Ore (Elder Prismarine)
osv:coal_ore_quark_elder_prismarine:1, Dense§r Coal Ore (Elder Prismarine)
osv:thaumcraft_cinnabar_ore_stained_hardened_clay:0, Cinnabar Ore (White Terracotta)
osv:thaumcraft_cinnabar_ore_stained_hardened_clay:1, Dense§r Cinnabar Ore (White Terracotta)
osv:thermalfoundation_lead_ore_undergroundbiomes_igneous_stone_2:0, Lead Ore (Rhyolite)
osv:thermalfoundation_lead_ore_undergroundbiomes_igneous_stone_2:1, Dense§r Lead Ore (Rhyolite)
osv:lapis_ore_rustic_slate:0, Lapis Lazuli Ore (Slate)
osv:lapis_ore_rustic_slate:1, Dense§r Lapis Lazuli Ore (Slate)
osv:thermalfoundation_lead_ore_undergroundbiomes_igneous_stone_5:0, Lead Ore (Basalt)
osv:thermalfoundation_lead_ore_undergroundbiomes_igneous_stone_5:1, Dense§r Lead Ore (Basalt)
osv:thermalfoundation_lead_ore_stained_hardened_clay:0, Lead Ore (White Terracotta)
osv:thermalfoundation_lead_ore_stained_hardened_clay:1, Dense§r Lead Ore (White Terracotta)
osv:iceandfire_silver_ore_undergroundbiomes_metamorphic_stone_6:0, Silver Ore (Soapstone)
osv:iceandfire_silver_ore_undergroundbiomes_metamorphic_stone_6:1, Dense§r Silver Ore (Soapstone)
osv:iceandfire_silver_ore_undergroundbiomes_metamorphic_stone_4:0, Silver Ore (Blue Schist)
osv:iceandfire_silver_ore_undergroundbiomes_metamorphic_stone_4:1, Dense§r Silver Ore (Blue Schist)
osv:thermalfoundation_nickel_ore_undergroundbiomes_igneous_stone_3:0, Nickel Ore (Andesite)
osv:thermalfoundation_nickel_ore_undergroundbiomes_igneous_stone_3:1, Dense§r Nickel Ore (Andesite)
osv:thermalfoundation_silver_ore_undergroundbiomes_metamorphic_stone_3:0, Silver Ore (Quartzite)
osv:thermalfoundation_silver_ore_undergroundbiomes_metamorphic_stone_3:1, Dense§r Silver Ore (Quartzite)
osv:iron_ore_quark_biome_cobblestone_2:0, Iron Ore (Cobbedstone)
osv:iron_ore_quark_biome_cobblestone_2:1, Dense§r Iron Ore (Cobbedstone)
osv:thermalfoundation_copper_ore_quark_biome_cobblestone:0, Copper Ore (Brimstone)
osv:thermalfoundation_copper_ore_quark_biome_cobblestone:1, Dense§r Copper Ore (Brimstone)
osv:lapis_ore_hardened_clay:0, Lapis Lazuli Ore (Terracotta)
osv:lapis_ore_hardened_clay:1, Dense§r Lapis Lazuli Ore (Terracotta)
osv:thermalfoundation_lead_ore_undergroundbiomes_metamorphic_stone_6:0, Lead Ore (Soapstone)
osv:thermalfoundation_lead_ore_undergroundbiomes_metamorphic_stone_6:1, Dense§r Lead Ore (Soapstone)
osv:iron_ore_undergroundbiomes_igneous_stone_3:0, Iron Ore (Andesite)
osv:iron_ore_undergroundbiomes_igneous_stone_3:1, Dense§r Iron Ore (Andesite)
osv:nuclearcraft_lithium_ore_undergroundbiomes_metamorphic_stone_4:0, Lithium Ore (Blue Schist)
osv:nuclearcraft_lithium_ore_undergroundbiomes_metamorphic_stone_4:1, Dense§r Lithium Ore (Blue Schist)
osv:coal_ore_undergroundbiomes_metamorphic_stone_3:0, Coal Ore (Quartzite)
osv:coal_ore_undergroundbiomes_metamorphic_stone_3:1, Dense§r Coal Ore (Quartzite)
osv:biomesoplenty_sapphire_ore_undergroundbiomes_metamorphic_stone_7:0, Sapphire Ore (Migmatite)
osv:biomesoplenty_sapphire_ore_undergroundbiomes_metamorphic_stone_7:1, Dense§r Sapphire Ore (Migmatite)
osv:nuclearcraft_thorium_ore_undergroundbiomes_igneous_stone_1:0, Thorium Ore (Black Granite)
osv:nuclearcraft_thorium_ore_undergroundbiomes_igneous_stone_1:1, Dense§r Thorium Ore (Black Granite)
osv:biomesoplenty_peridot_ore_undergroundbiomes_metamorphic_stone_6:0, Peridot Ore (Soapstone)
osv:biomesoplenty_peridot_ore_undergroundbiomes_metamorphic_stone_6:1, Dense§r Peridot Ore (Soapstone)
osv:thermalfoundation_nickel_ore_chisel_limestone:0, Nickel Ore (Limestone)
osv:thermalfoundation_nickel_ore_chisel_limestone:1, Dense§r Nickel Ore (Limestone)
osv:biomesoplenty_sapphire_ore_undergroundbiomes_sedimentary_stone_5:0, Sapphire Ore (Dolomite)
osv:biomesoplenty_sapphire_ore_undergroundbiomes_sedimentary_stone_5:1, Dense§r Sapphire Ore (Dolomite)
osv:thermalfoundation_copper_ore_rotn_blocks_cave_moss:0, Copper Ore (Cave Moss)
osv:thermalfoundation_copper_ore_rotn_blocks_cave_moss:1, Dense§r Copper Ore (Cave Moss)
osv:redstone_ore_undergroundbiomes_metamorphic_stone_7:0, Redstone Ore (Migmatite)
osv:redstone_ore_undergroundbiomes_metamorphic_stone_7:1, Dense§r Redstone Ore (Migmatite)
osv:redstone_ore_undergroundbiomes_metamorphic_stone_7:2, Dense§r Redstone Ore (Migmatite)
osv:redstone_ore_undergroundbiomes_metamorphic_stone_7:3, Dense§r Redstone Ore (Migmatite)
osv:thaumcraft_cinnabar_ore_undergroundbiomes_igneous_stone_1:0, Cinnabar Ore (Black Granite)
osv:thaumcraft_cinnabar_ore_undergroundbiomes_igneous_stone_1:1, Dense§r Cinnabar Ore (Black Granite)
osv:iceandfire_silver_ore_undergroundbiomes_metamorphic_stone:0, Silver Ore (Gneiss)
osv:iceandfire_silver_ore_undergroundbiomes_metamorphic_stone:1, Dense§r Silver Ore (Gneiss)
osv:thermalfoundation_silver_ore_undergroundbiomes_sedimentary_stone_3:0, Silver Ore (Siltstone)
osv:thermalfoundation_silver_ore_undergroundbiomes_sedimentary_stone_3:1, Dense§r Silver Ore (Siltstone)
osv:iron_ore_red_sandstone:0, Iron Ore (Red Sandstone)
osv:iron_ore_red_sandstone:1, Dense§r Iron Ore (Red Sandstone)
osv:redstone_ore_undergroundbiomes_igneous_stone_4:0, Redstone Ore (Gabbro)
osv:redstone_ore_undergroundbiomes_igneous_stone_4:1, Dense§r Redstone Ore (Gabbro)
osv:redstone_ore_undergroundbiomes_igneous_stone_4:2, Dense§r Redstone Ore (Gabbro)
osv:redstone_ore_undergroundbiomes_igneous_stone_4:3, Dense§r Redstone Ore (Gabbro)
osv:iceandfire_silver_ore_hardened_clay:0, Silver Ore (Terracotta)
osv:iceandfire_silver_ore_hardened_clay:1, Dense§r Silver Ore (Terracotta)
osv:thaumcraft_cinnabar_ore_undergroundbiomes_igneous_stone_7:0, Cinnabar Ore (Dacite)
osv:thaumcraft_cinnabar_ore_undergroundbiomes_igneous_stone_7:1, Dense§r Cinnabar Ore (Dacite)
osv:biomesoplenty_sapphire_ore_undergroundbiomes_sedimentary_stone_7:0, Sapphire Ore (Chert)
osv:biomesoplenty_sapphire_ore_undergroundbiomes_sedimentary_stone_7:1, Dense§r Sapphire Ore (Chert)
osv:thaumcraft_amber_ore_undergroundbiomes_sedimentary_stone_1:0, Amber Bearing Stone (Chalk)
osv:thaumcraft_amber_ore_undergroundbiomes_sedimentary_stone_1:1, Dense§r Amber Bearing Stone (Chalk)
osv:redstone_ore_undergroundbiomes_igneous_stone_5:0, Redstone Ore (Basalt)
osv:redstone_ore_undergroundbiomes_igneous_stone_5:1, Dense§r Redstone Ore (Basalt)
osv:redstone_ore_undergroundbiomes_igneous_stone_5:2, Dense§r Redstone Ore (Basalt)
osv:redstone_ore_undergroundbiomes_igneous_stone_5:3, Dense§r Redstone Ore (Basalt)
osv:thermalfoundation_nickel_ore_undergroundbiomes_metamorphic_stone_7:0, Nickel Ore (Migmatite)
osv:thermalfoundation_nickel_ore_undergroundbiomes_metamorphic_stone_7:1, Dense§r Nickel Ore (Migmatite)
osv:thermalfoundation_tin_ore_undergroundbiomes_metamorphic_stone:0, Tin Ore (Gneiss)
osv:thermalfoundation_tin_ore_undergroundbiomes_metamorphic_stone:1, Dense§r Tin Ore (Gneiss)
osv:thermalfoundation_silver_ore_undergroundbiomes_igneous_stone_3:0, Silver Ore (Andesite)
osv:thermalfoundation_silver_ore_undergroundbiomes_igneous_stone_3:1, Dense§r Silver Ore (Andesite)
osv:diamond_ore_undergroundbiomes_sedimentary_stone:0, Diamond Ore (Limestone)
osv:diamond_ore_undergroundbiomes_sedimentary_stone:1, Dense§r Diamond Ore (Limestone)
osv:lapis_ore_undergroundbiomes_metamorphic_stone_2:0, Lapis Lazuli Ore (Marble)
osv:lapis_ore_undergroundbiomes_metamorphic_stone_2:1, Dense§r Lapis Lazuli Ore (Marble)
osv:iceandfire_silver_ore_quark_biome_cobblestone_2:0, Silver Ore (Cobbedstone)
osv:iceandfire_silver_ore_quark_biome_cobblestone_2:1, Dense§r Silver Ore (Cobbedstone)
osv:lapis_ore_undergroundbiomes_metamorphic_stone_6:0, Lapis Lazuli Ore (Soapstone)
osv:lapis_ore_undergroundbiomes_metamorphic_stone_6:1, Dense§r Lapis Lazuli Ore (Soapstone)
osv:emerald_ore_undergroundbiomes_sedimentary_stone:0, Emerald Ore (Limestone)
osv:emerald_ore_undergroundbiomes_sedimentary_stone:1, Dense§r Emerald Ore (Limestone)
osv:nuclearcraft_boron_ore_red_sandstone:0, Boron Ore (Red Sandstone)
osv:nuclearcraft_boron_ore_red_sandstone:1, Dense§r Boron Ore (Red Sandstone)
osv:thermalfoundation_copper_ore_undergroundbiomes_metamorphic_stone_6:0, Copper Ore (Soapstone)
osv:thermalfoundation_copper_ore_undergroundbiomes_metamorphic_stone_6:1, Dense§r Copper Ore (Soapstone)
osv:biomesoplenty_peridot_ore_undergroundbiomes_sedimentary_stone_2:0, Peridot Ore (Shale)
osv:biomesoplenty_peridot_ore_undergroundbiomes_sedimentary_stone_2:1, Dense§r Peridot Ore (Shale)
osv:nuclearcraft_boron_ore_undergroundbiomes_sedimentary_stone_6:0, Boron Ore (Greywacke)
osv:nuclearcraft_boron_ore_undergroundbiomes_sedimentary_stone_6:1, Dense§r Boron Ore (Greywacke)
osv:thaumcraft_amber_ore_quark_biome_cobblestone_1:0, Amber Bearing Stone (Permafrost)
osv:thaumcraft_amber_ore_quark_biome_cobblestone_1:1, Dense§r Amber Bearing Stone (Permafrost)
osv:nuclearcraft_lithium_ore_undergroundbiomes_metamorphic_stone_1:0, Lithium Ore (Eclogite)
osv:nuclearcraft_lithium_ore_undergroundbiomes_metamorphic_stone_1:1, Dense§r Lithium Ore (Eclogite)
osv:gold_ore_undergroundbiomes_sedimentary_stone_4:0, Gold Ore (Lignite Block)
osv:gold_ore_undergroundbiomes_sedimentary_stone_4:1, Dense§r Gold Ore (Lignite Block)
osv:nuclearcraft_magnesium_ore_undergroundbiomes_igneous_stone_7:0, Magnesium Ore (Dacite)
osv:nuclearcraft_magnesium_ore_undergroundbiomes_igneous_stone_7:1, Dense§r Magnesium Ore (Dacite)
osv:nuclearcraft_thorium_ore_undergroundbiomes_metamorphic_stone_1:0, Thorium Ore (Eclogite)
osv:nuclearcraft_thorium_ore_undergroundbiomes_metamorphic_stone_1:1, Dense§r Thorium Ore (Eclogite)
osv:thaumcraft_amber_ore_undergroundbiomes_sedimentary_stone_6:0, Amber Bearing Stone (Greywacke)
osv:thaumcraft_amber_ore_undergroundbiomes_sedimentary_stone_6:1, Dense§r Amber Bearing Stone (Greywacke)
osv:thermalfoundation_nickel_ore_quark_elder_prismarine:0, Nickel Ore (Elder Prismarine)
osv:thermalfoundation_nickel_ore_quark_elder_prismarine:1, Dense§r Nickel Ore (Elder Prismarine)
osv:biomesoplenty_sapphire_ore_undergroundbiomes_metamorphic_stone_6:0, Sapphire Ore (Soapstone)
osv:biomesoplenty_sapphire_ore_undergroundbiomes_metamorphic_stone_6:1, Dense§r Sapphire Ore (Soapstone)
osv:biomesoplenty_ruby_ore_stained_hardened_clay:0, Ruby Ore (White Terracotta)
osv:biomesoplenty_ruby_ore_stained_hardened_clay:1, Dense§r Ruby Ore (White Terracotta)
osv:gold_ore_quark_biome_cobblestone_2:0, Gold Ore (Cobbedstone)
osv:gold_ore_quark_biome_cobblestone_2:1, Dense§r Gold Ore (Cobbedstone)
osv:gold_ore_undergroundbiomes_igneous_stone_5:0, Gold Ore (Basalt)
osv:gold_ore_undergroundbiomes_igneous_stone_5:1, Dense§r Gold Ore (Basalt)
osv:biomesoplenty_sapphire_ore_undergroundbiomes_igneous_stone_3:0, Sapphire Ore (Andesite)
osv:biomesoplenty_sapphire_ore_undergroundbiomes_igneous_stone_3:1, Dense§r Sapphire Ore (Andesite)
osv:biomesoplenty_sapphire_ore_undergroundbiomes_sedimentary_stone_1:0, Sapphire Ore (Chalk)
osv:biomesoplenty_sapphire_ore_undergroundbiomes_sedimentary_stone_1:1, Dense§r Sapphire Ore (Chalk)
osv:thaumcraft_cinnabar_ore_undergroundbiomes_metamorphic_stone:0, Cinnabar Ore (Gneiss)
osv:thaumcraft_cinnabar_ore_undergroundbiomes_metamorphic_stone:1, Dense§r Cinnabar Ore (Gneiss)
osv:thermalfoundation_silver_ore_hardened_clay:0, Silver Ore (Terracotta)
osv:thermalfoundation_silver_ore_hardened_clay:1, Dense§r Silver Ore (Terracotta)
osv:thermalfoundation_lead_ore_undergroundbiomes_sedimentary_stone_3:0, Lead Ore (Siltstone)
osv:thermalfoundation_lead_ore_undergroundbiomes_sedimentary_stone_3:1, Dense§r Lead Ore (Siltstone)
osv:gold_ore_undergroundbiomes_sedimentary_stone_6:0, Gold Ore (Greywacke)
osv:gold_ore_undergroundbiomes_sedimentary_stone_6:1, Dense§r Gold Ore (Greywacke)
osv:biomesoplenty_peridot_ore_undergroundbiomes_metamorphic_stone_1:0, Peridot Ore (Eclogite)
osv:biomesoplenty_peridot_ore_undergroundbiomes_metamorphic_stone_1:1, Dense§r Peridot Ore (Eclogite)
osv:iceandfire_silver_ore_rustic_slate:0, Silver Ore (Slate)
osv:iceandfire_silver_ore_rustic_slate:1, Dense§r Silver Ore (Slate)
osv:nuclearcraft_boron_ore_stained_hardened_clay:0, Boron Ore (White Terracotta)
osv:nuclearcraft_boron_ore_stained_hardened_clay:1, Dense§r Boron Ore (White Terracotta)
osv:emerald_ore_undergroundbiomes_sedimentary_stone_3:0, Emerald Ore (Siltstone)
osv:emerald_ore_undergroundbiomes_sedimentary_stone_3:1, Dense§r Emerald Ore (Siltstone)
osv:biomesoplenty_ruby_ore_undergroundbiomes_sedimentary_stone_6:0, Ruby Ore (Greywacke)
osv:biomesoplenty_ruby_ore_undergroundbiomes_sedimentary_stone_6:1, Dense§r Ruby Ore (Greywacke)
osv:thermalfoundation_silver_ore_red_sandstone:0, Silver Ore (Red Sandstone)
osv:thermalfoundation_silver_ore_red_sandstone:1, Dense§r Silver Ore (Red Sandstone)
osv:thermalfoundation_tin_ore_undergroundbiomes_metamorphic_stone_1:0, Tin Ore (Eclogite)
osv:thermalfoundation_tin_ore_undergroundbiomes_metamorphic_stone_1:1, Dense§r Tin Ore (Eclogite)
osv:thermalfoundation_tin_ore_undergroundbiomes_igneous_stone_4:0, Tin Ore (Gabbro)
osv:thermalfoundation_tin_ore_undergroundbiomes_igneous_stone_4:1, Dense§r Tin Ore (Gabbro)
osv:thaumcraft_amber_ore_quark_biome_cobblestone:0, Amber Bearing Stone (Brimstone)
osv:thaumcraft_amber_ore_quark_biome_cobblestone:1, Dense§r Amber Bearing Stone (Brimstone)
osv:emerald_ore_undergroundbiomes_metamorphic_stone_2:0, Emerald Ore (Marble)
osv:emerald_ore_undergroundbiomes_metamorphic_stone_2:1, Dense§r Emerald Ore (Marble)
osv:lapis_ore_quark_biome_cobblestone_1:0, Lapis Lazuli Ore (Permafrost)
osv:lapis_ore_quark_biome_cobblestone_1:1, Dense§r Lapis Lazuli Ore (Permafrost)
osv:iron_ore_undergroundbiomes_sedimentary_stone:0, Iron Ore (Limestone)
osv:iron_ore_undergroundbiomes_sedimentary_stone:1, Dense§r Iron Ore (Limestone)
osv:lapis_ore_undergroundbiomes_igneous_stone_4:0, Lapis Lazuli Ore (Gabbro)
osv:lapis_ore_undergroundbiomes_igneous_stone_4:1, Dense§r Lapis Lazuli Ore (Gabbro)
osv:emerald_ore_red_sandstone:0, Emerald Ore (Red Sandstone)
osv:emerald_ore_red_sandstone:1, Dense§r Emerald Ore (Red Sandstone)
osv:biomesoplenty_sapphire_ore_red_sandstone:0, Sapphire Ore (Red Sandstone)
osv:biomesoplenty_sapphire_ore_red_sandstone:1, Dense§r Sapphire Ore (Red Sandstone)
osv:nuclearcraft_thorium_ore_undergroundbiomes_igneous_stone_6:0, Thorium Ore (Komatiite)
osv:nuclearcraft_thorium_ore_undergroundbiomes_igneous_stone_6:1, Dense§r Thorium Ore (Komatiite)
osv:biomesoplenty_peridot_ore_undergroundbiomes_metamorphic_stone_2:0, Peridot Ore (Marble)
osv:biomesoplenty_peridot_ore_undergroundbiomes_metamorphic_stone_2:1, Dense§r Peridot Ore (Marble)
osv:coal_ore_undergroundbiomes_metamorphic_stone_5:0, Coal Ore (Green Schist)
osv:coal_ore_undergroundbiomes_metamorphic_stone_5:1, Dense§r Coal Ore (Green Schist)
osv:biomesoplenty_peridot_ore_quark_biome_cobblestone_2:0, Peridot Ore (Cobbedstone)
osv:biomesoplenty_peridot_ore_quark_biome_cobblestone_2:1, Dense§r Peridot Ore (Cobbedstone)
osv:gold_ore_rotn_blocks_cave_moss:0, Gold Ore (Cave Moss)
osv:gold_ore_rotn_blocks_cave_moss:1, Dense§r Gold Ore (Cave Moss)
osv:diamond_ore_undergroundbiomes_sedimentary_stone_3:0, Diamond Ore (Siltstone)
osv:diamond_ore_undergroundbiomes_sedimentary_stone_3:1, Dense§r Diamond Ore (Siltstone)
osv:diamond_ore_undergroundbiomes_igneous_stone:0, Diamond Ore (Red Granite)
osv:diamond_ore_undergroundbiomes_igneous_stone:1, Dense§r Diamond Ore (Red Granite)
osv:diamond_ore_undergroundbiomes_igneous_stone_5:0, Diamond Ore (Basalt)
osv:diamond_ore_undergroundbiomes_igneous_stone_5:1, Dense§r Diamond Ore (Basalt)
osv:nuclearcraft_boron_ore_undergroundbiomes_sedimentary_stone_5:0, Boron Ore (Dolomite)
osv:nuclearcraft_boron_ore_undergroundbiomes_sedimentary_stone_5:1, Dense§r Boron Ore (Dolomite)
osv:lapis_ore_undergroundbiomes_igneous_stone_6:0, Lapis Lazuli Ore (Komatiite)
osv:lapis_ore_undergroundbiomes_igneous_stone_6:1, Dense§r Lapis Lazuli Ore (Komatiite)
osv:diamond_ore_quark_biome_cobblestone_1:0, Diamond Ore (Permafrost)
osv:diamond_ore_quark_biome_cobblestone_1:1, Dense§r Diamond Ore (Permafrost)
osv:thaumcraft_amber_ore_undergroundbiomes_metamorphic_stone_4:0, Amber Bearing Stone (Blue Schist)
osv:thaumcraft_amber_ore_undergroundbiomes_metamorphic_stone_4:1, Dense§r Amber Bearing Stone (Blue Schist)
osv:coal_ore_undergroundbiomes_igneous_stone_6:0, Coal Ore (Komatiite)
osv:coal_ore_undergroundbiomes_igneous_stone_6:1, Dense§r Coal Ore (Komatiite)
osv:iceandfire_silver_ore_undergroundbiomes_sedimentary_stone_3:0, Silver Ore (Siltstone)
osv:iceandfire_silver_ore_undergroundbiomes_sedimentary_stone_3:1, Dense§r Silver Ore (Siltstone)
osv:nuclearcraft_magnesium_ore_hardened_clay:0, Magnesium Ore (Terracotta)
osv:nuclearcraft_magnesium_ore_hardened_clay:1, Dense§r Magnesium Ore (Terracotta)
osv:lapis_ore_undergroundbiomes_metamorphic_stone_1:0, Lapis Lazuli Ore (Eclogite)
osv:lapis_ore_undergroundbiomes_metamorphic_stone_1:1, Dense§r Lapis Lazuli Ore (Eclogite)
osv:biomesoplenty_ruby_ore_red_sandstone:0, Ruby Ore (Red Sandstone)
osv:biomesoplenty_ruby_ore_red_sandstone:1, Dense§r Ruby Ore (Red Sandstone)
osv:nuclearcraft_lithium_ore_red_sandstone:0, Lithium Ore (Red Sandstone)
osv:nuclearcraft_lithium_ore_red_sandstone:1, Dense§r Lithium Ore (Red Sandstone)
osv:iceandfire_silver_ore_undergroundbiomes_igneous_stone:0, Silver Ore (Red Granite)
osv:iceandfire_silver_ore_undergroundbiomes_igneous_stone:1, Dense§r Silver Ore (Red Granite)
osv:nuclearcraft_boron_ore_undergroundbiomes_metamorphic_stone:0, Boron Ore (Gneiss)
osv:nuclearcraft_boron_ore_undergroundbiomes_metamorphic_stone:1, Dense§r Boron Ore (Gneiss)
